ParkCode	Date	Type#	Day	VisitTeam	VisitLeague	VisitGame#	HomeTeam	HomeLeague	HomeGame#	VisitScore	HomeScore	GameLength	Winner	PARK NAME	RUNS	HR	H	2B	3B	BB
DEN02	20150711	0	Sat	ATL	NL	88	COL	NL	87	2	3	52	COL	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
LOS03	20150711	0	Sat	MIL	NL	89	LAN	NL	89	7	1	54	MIL	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIA02	20150711	0	Sat	CIN	NL	85	MIA	NL	88	3	14	51	MIA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
NYC20	20150711	0	Sat	ARI	NL	86	NYN	NL	88	2	4	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PIT08	20150711	0	Sat	SLN	NL	88	PIT	NL	87	5	6	81	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SFO03	20150711	0	Sat	PHI	NL	90	SFN	NL	88	5	8	51	SFN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
BAL12	20150712	0	Sun	WAS	NL	87	BAL	AL	88	3	2	54	WAS	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150712	0	Sun	NYA	AL	88	BOS	AL	89	8	6	54	NYA	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
CLE08	20150712	0	Sun	OAK	AL	91	CLE	AL	88	2	0	54	OAK	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
KAN06	20150712	0	Sun	TOR	AL	91	KCA	AL	86	10	11	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
MIN04	20150712	0	Sun	DET	AL	88	MIN	AL	89	1	7	51	MIN	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
SEA03	20150712	0	Sun	ANA	AL	88	SEA	AL	89	10	3	54	ANA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
STP01	20150712	0	Sun	HOU	AL	91	TBA	AL	91	3	4	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150712	0	Sun	SDN	NL	90	TEX	AL	88	2	1	54	SDN	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
CHI11	20150712	0	Sun	CHA	AL	86	CHN	NL	87	1	3	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
DEN02	20150712	0	Sun	ATL	NL	89	COL	NL	88	3	11	51	COL	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
LOS03	20150712	0	Sun	MIL	NL	90	LAN	NL	90	3	4	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIA02	20150712	0	Sun	CIN	NL	86	MIA	NL	89	1	8	51	MIA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
NYC20	20150712	0	Sun	ARI	NL	87	NYN	NL	89	3	5	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PIT08	20150712	0	Sun	SLN	NL	89	PIT	NL	88	5	6	59	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SFO03	20150712	0	Sun	PHI	NL	91	SFN	NL	89	2	4	51	SFN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
ANA01	20150717	0	Fri	BOS	AL	90	ANA	AL	89	0	1	53	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
CHI12	20150717	1	Fri	KCA	AL	87	CHA	AL	87	4	2	54	KCA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
CHI12	20150717	2	Fri	KCA	AL	88	CHA	AL	88	0	2	51	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
DET05	20150717	0	Fri	BAL	AL	89	DET	AL	89	3	7	51	DET	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150717	0	Fri	TEX	AL	89	HOU	AL	92	2	3	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
NYC21	20150717	0	Fri	SEA	AL	90	NYA	AL	89	3	4	51	NYA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150717	0	Fri	MIN	AL	90	OAK	AL	92	5	0	54	MIN	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
TOR02	20150717	0	Fri	TBA	AL	92	TOR	AL	92	2	6	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
PHO01	20150717	0	Fri	SFN	NL	90	ARI	NL	88	6	5	72	SFN	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150717	0	Fri	CHN	NL	88	ATL	NL	90	2	4	51	ATL	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150717	0	Fri	CLE	AL	89	CIN	NL	87	1	6	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
MIL06	20150717	0	Fri	PIT	NL	89	MIL	NL	91	1	4	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
PHI13	20150717	0	Fri	MIA	NL	90	PHI	NL	92	3	6	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
SAN02	20150717	0	Fri	COL	NL	89	SDN	NL	91	2	4	51	SDN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
STL10	20150717	0	Fri	NYN	NL	90	SLN	NL	90	2	3	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
WAS11	20150717	0	Fri	LAN	NL	91	WAS	NL	88	3	5	51	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150718	0	Sat	BOS	AL	91	ANA	AL	90	0	3	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
CHI12	20150718	0	Sat	KCA	AL	89	CHA	AL	89	7	6	78	KCA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
DET05	20150718	0	Sat	BAL	AL	90	DET	AL	90	3	0	54	BAL	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150718	0	Sat	TEX	AL	90	HOU	AL	93	7	6	54	TEX	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
NYC21	20150718	0	Sat	SEA	AL	91	NYA	AL	90	4	3	54	SEA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150718	0	Sat	MIN	AL	91	OAK	AL	93	2	3	57	OAK	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
TOR02	20150718	0	Sat	TBA	AL	93	TOR	AL	93	3	2	54	TBA	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
PHO01	20150718	0	Sat	SFN	NL	91	ARI	NL	89	8	4	54	SFN	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150718	0	Sat	CHN	NL	89	ATL	NL	91	4	0	54	CHN	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150718	0	Sat	CLE	AL	90	CIN	NL	88	9	4	54	CLE	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
MIL06	20150718	0	Sat	PIT	NL	90	MIL	NL	92	5	8	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
PHI13	20150718	0	Sat	MIA	NL	91	PHI	NL	93	1	3	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
SAN02	20150718	0	Sat	COL	NL	90	SDN	NL	92	4	5	51	SDN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
STL10	20150718	0	Sat	NYN	NL	91	SLN	NL	91	2	12	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
WAS11	20150718	0	Sat	LAN	NL	92	WAS	NL	89	4	2	54	LAN	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
CHI12	20150719	0	Sun	KCA	AL	90	CHA	AL	90	4	1	54	KCA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
DET05	20150719	0	Sun	BAL	AL	91	DET	AL	91	9	3	54	BAL	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150719	0	Sun	TEX	AL	91	HOU	AL	94	0	10	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
NYC21	20150719	0	Sun	SEA	AL	92	NYA	AL	91	1	2	51	NYA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150719	0	Sun	MIN	AL	92	OAK	AL	94	1	14	51	OAK	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
TOR02	20150719	0	Sun	TBA	AL	94	TOR	AL	94	0	4	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
PHO01	20150719	0	Sun	SFN	NL	92	ARI	NL	90	2	1	54	SFN	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150719	0	Sun	CHN	NL	90	ATL	NL	92	4	1	54	CHN	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150719	0	Sun	CLE	AL	91	CIN	NL	89	5	3	66	CLE	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
MIL06	20150719	0	Sun	PIT	NL	91	MIL	NL	93	1	6	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
PHI13	20150719	0	Sun	MIA	NL	92	PHI	NL	94	7	8	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
STL10	20150719	0	Sun	NYN	NL	92	SLN	NL	92	3	1	108	NYN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
WAS11	20150719	0	Sun	LAN	NL	93	WAS	NL	90	5	0	54	LAN	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150720	1	Mon	BOS	AL	92	ANA	AL	91	1	11	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
ANA01	20150720	2	Mon	BOS	AL	93	ANA	AL	92	3	7	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
DET05	20150720	0	Mon	SEA	AL	93	DET	AL	92	4	5	51	DET	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
KAN06	20150720	0	Mon	PIT	NL	92	KCA	AL	91	10	7	54	PIT	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
PHO01	20150720	0	Mon	MIA	NL	93	ARI	NL	91	1	3	51	ARI	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150720	0	Mon	LAN	NL	94	ATL	NL	93	5	7	51	ATL	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150720	0	Mon	CHN	NL	91	CIN	NL	90	4	5	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
DEN02	20150720	0	Mon	TEX	AL	92	COL	NL	91	7	8	52	COL	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
PHI13	20150720	0	Mon	TBA	AL	95	PHI	NL	95	3	5	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
SAN02	20150720	0	Mon	SFN	NL	93	SDN	NL	93	2	4	51	SDN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
WAS11	20150720	0	Mon	NYN	NL	93	WAS	NL	91	2	7	51	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150721	0	Tue	MIN	AL	93	ANA	AL	93	0	7	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
CHI12	20150721	0	Tue	SLN	NL	93	CHA	AL	91	8	5	54	SLN	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
DET05	20150721	0	Tue	SEA	AL	94	DET	AL	93	11	9	54	SEA	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150721	0	Tue	BOS	AL	94	HOU	AL	95	3	8	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
KAN06	20150721	0	Tue	PIT	NL	93	KCA	AL	92	1	3	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
NYC21	20150721	0	Tue	BAL	AL	92	NYA	AL	92	2	3	51	NYA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150721	0	Tue	TOR	AL	95	OAK	AL	95	7	1	54	TOR	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
PHO01	20150721	0	Tue	MIA	NL	94	ARI	NL	92	3	0	54	MIA	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150721	0	Tue	LAN	NL	95	ATL	NL	94	3	4	51	ATL	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150721	0	Tue	CHN	NL	92	CIN	NL	91	5	4	78	CHN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
