ParkCode	Date	Type#	Day	VisitTeam	VisitLeague	VisitGame#	HomeTeam	HomeLeague	HomeGame#	VisitScore	HomeScore	GameLength	Winner	PARK NAME	RUNS	HR	H	2B	3B	BB
CHI11	20150727	0	Mon	COL	NL	97	CHN	NL	98	8	9	53	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
SFO03	20150727	0	Mon	MIL	NL	100	SFN	NL	99	2	4	51	SFN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
STL10	20150727	0	Mon	CIN	NL	97	SLN	NL	99	1	4	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
BAL12	20150728	0	Tue	ATL	NL	100	BAL	AL	99	3	7	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150728	0	Tue	CHA	AL	98	BOS	AL	101	9	4	54	CHA	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
CLE08	20150728	0	Tue	KCA	AL	99	CLE	AL	99	2	1	54	KCA	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
HOU03	20150728	0	Tue	ANA	AL	99	HOU	AL	101	5	10	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
MIN04	20150728	0	Tue	PIT	NL	99	MIN	AL	99	8	7	54	PIT	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
SEA03	20150728	0	Tue	ARI	NL	99	SEA	AL	101	8	4	54	ARI	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
STP01	20150728	0	Tue	DET	AL	100	TBA	AL	102	2	10	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150728	0	Tue	NYA	AL	99	TEX	AL	99	21	5	54	NYA	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150728	0	Tue	PHI	NL	101	TOR	AL	101	3	2	54	PHI	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
CHI11	20150728	0	Tue	COL	NL	98	CHN	NL	99	7	2	54	COL	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
LOS03	20150728	0	Tue	OAK	AL	101	LAN	NL	101	2	0	54	OAK	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIA02	20150728	0	Tue	WAS	NL	98	MIA	NL	100	1	4	51	MIA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
NYC20	20150728	0	Tue	SDN	NL	100	NYN	NL	100	0	4	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
SFO03	20150728	0	Tue	MIL	NL	101	SFN	NL	100	5	2	54	MIL	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
STL10	20150728	0	Tue	CIN	NL	98	SLN	NL	100	4	0	54	CIN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
BAL12	20150729	0	Wed	ATL	NL	101	BAL	AL	100	0	2	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150729	0	Wed	CHA	AL	99	BOS	AL	102	9	2	54	CHA	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
CLE08	20150729	0	Wed	KCA	AL	100	CLE	AL	100	1	12	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
HOU03	20150729	0	Wed	ANA	AL	100	HOU	AL	102	3	6	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
MIN04	20150729	0	Wed	PIT	NL	100	MIN	AL	100	10	4	54	PIT	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
SEA03	20150729	0	Wed	ARI	NL	100	SEA	AL	102	8	2	54	ARI	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
STP01	20150729	0	Wed	DET	AL	101	TBA	AL	103	2	1	54	DET	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150729	0	Wed	NYA	AL	100	TEX	AL	100	2	5	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150729	0	Wed	PHI	NL	102	TOR	AL	102	2	8	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
CHI11	20150729	0	Wed	COL	NL	99	CHN	NL	100	2	3	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
LOS03	20150729	0	Wed	OAK	AL	102	LAN	NL	102	7	10	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIA02	20150729	0	Wed	WAS	NL	99	MIA	NL	101	7	2	54	WAS	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
NYC20	20150729	0	Wed	SDN	NL	101	NYN	NL	101	7	3	54	SDN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
SFO03	20150729	0	Wed	MIL	NL	102	SFN	NL	101	0	5	51	SFN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
STL10	20150729	0	Wed	CIN	NL	99	SLN	NL	101	1	0	54	CIN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
BAL12	20150730	0	Thu	DET	AL	102	BAL	AL	101	9	8	54	DET	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150730	0	Thu	CHA	AL	100	BOS	AL	103	2	8	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
HOU03	20150730	0	Thu	ANA	AL	101	HOU	AL	103	0	3	53	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
MIN04	20150730	0	Thu	SEA	AL	103	MIN	AL	101	5	9	51	MIN	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
OAK01	20150730	0	Thu	CLE	AL	101	OAK	AL	103	3	1	54	CLE	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
ARL02	20150730	0	Thu	NYA	AL	101	TEX	AL	101	6	7	53	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150730	0	Thu	KCA	AL	101	TOR	AL	103	2	5	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
CIN09	20150730	0	Thu	PIT	NL	101	CIN	NL	100	5	15	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
MIA02	20150730	0	Thu	WAS	NL	100	MIA	NL	102	1	0	54	WAS	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
MIL06	20150730	0	Thu	CHN	NL	101	MIL	NL	103	5	2	54	CHN	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150730	0	Thu	SDN	NL	102	NYN	NL	102	8	7	54	SDN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PHI13	20150730	0	Thu	ATL	NL	102	PHI	NL	103	1	4	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
STL10	20150730	0	Thu	COL	NL	100	SLN	NL	102	8	9	52	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
BAL12	20150731	0	Fri	DET	AL	103	BAL	AL	102	7	8	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150731	0	Fri	TBA	AL	104	BOS	AL	104	5	7	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
CHI12	20150731	0	Fri	NYA	AL	102	CHA	AL	101	13	6	54	NYA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
HOU03	20150731	0	Fri	ARI	NL	101	HOU	AL	104	6	4	60	ARI	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
MIN04	20150731	0	Fri	SEA	AL	104	MIN	AL	102	6	1	54	SEA	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
OAK01	20150731	0	Fri	CLE	AL	102	OAK	AL	104	2	1	54	CLE	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
ARL02	20150731	0	Fri	SFN	NL	102	TEX	AL	102	3	6	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150731	0	Fri	KCA	AL	102	TOR	AL	104	6	7	64	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
CIN09	20150731	0	Fri	PIT	NL	102	CIN	NL	101	5	4	54	PIT	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
LOS03	20150731	0	Fri	ANA	AL	102	LAN	NL	103	3	5	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIA02	20150731	0	Fri	SDN	NL	103	MIA	NL	103	8	3	66	SDN	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
MIL06	20150731	0	Fri	CHN	NL	102	MIL	NL	104	4	1	54	CHN	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150731	0	Fri	WAS	NL	101	NYN	NL	103	1	2	69	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PHI13	20150731	0	Fri	ATL	NL	103	PHI	NL	104	3	9	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
STL10	20150731	0	Fri	COL	NL	101	SLN	NL	103	0	7	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
BAL12	20150801	0	Sat	DET	AL	104	BAL	AL	103	2	6	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150801	0	Sat	TBA	AL	105	BOS	AL	105	7	11	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
CHI12	20150801	0	Sat	NYA	AL	103	CHA	AL	102	2	8	51	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
HOU03	20150801	0	Sat	ARI	NL	102	HOU	AL	105	2	9	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
MIN04	20150801	0	Sat	SEA	AL	105	MIN	AL	103	2	3	53	MIN	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
OAK01	20150801	0	Sat	CLE	AL	103	OAK	AL	105	1	5	51	OAK	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
ARL02	20150801	0	Sat	SFN	NL	103	TEX	AL	103	9	7	66	SFN	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150801	0	Sat	KCA	AL	103	TOR	AL	105	7	6	54	KCA	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
CIN09	20150801	0	Sat	PIT	NL	103	CIN	NL	102	3	4	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
LOS03	20150801	0	Sat	ANA	AL	103	LAN	NL	104	1	3	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIA02	20150801	0	Sat	SDN	NL	104	MIA	NL	104	5	3	54	SDN	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
MIL06	20150801	0	Sat	CHN	NL	103	MIL	NL	105	4	2	54	CHN	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150801	0	Sat	WAS	NL	102	NYN	NL	104	2	3	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PHI13	20150801	0	Sat	ATL	NL	104	PHI	NL	105	2	12	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
STL10	20150801	0	Sat	COL	NL	102	SLN	NL	104	6	2	54	COL	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
BAL12	20150802	0	Sun	DET	AL	105	BAL	AL	104	6	1	54	DET	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150802	0	Sun	TBA	AL	106	BOS	AL	106	4	3	54	TBA	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
CHI12	20150802	0	Sun	NYA	AL	104	CHA	AL	103	12	3	54	NYA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
HOU03	20150802	0	Sun	ARI	NL	103	HOU	AL	106	1	4	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
MIN04	20150802	0	Sun	SEA	AL	106	MIN	AL	104	4	1	66	SEA	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
OAK01	20150802	0	Sun	CLE	AL	104	OAK	AL	106	1	2	59	OAK	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
ARL02	20150802	0	Sun	SFN	NL	104	TEX	AL	104	1	2	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150802	0	Sun	KCA	AL	104	TOR	AL	106	2	5	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
CIN09	20150802	0	Sun	PIT	NL	104	CIN	NL	103	3	0	54	PIT	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
LOS03	20150802	0	Sun	ANA	AL	104	LAN	NL	105	3	5	58	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIA02	20150802	0	Sun	SDN	NL	105	MIA	NL	105	2	5	52	MIA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
MIL06	20150802	0	Sun	CHN	NL	104	MIL	NL	106	4	3	54	CHN	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150802	0	Sun	WAS	NL	103	NYN	NL	105	2	5	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PHI13	20150802	0	Sun	ATL	NL	105	PHI	NL	106	6	2	54	ATL	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
STL10	20150802	0	Sun	COL	NL	103	SLN	NL	105	2	3	52	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
ANA01	20150803	0	Mon	CLE	AL	105	ANA	AL	105	4	5	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
CHI12	20150803	0	Mon	TBA	AL	107	CHA	AL	104	5	4	54	TBA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
OAK01	20150803	0	Mon	BAL	AL	105	OAK	AL	107	9	2	54	BAL	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
ARL02	20150803	0	Mon	HOU	AL	107	TEX	AL	105	9	12	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150803	0	Mon	MIN	AL	105	TOR	AL	107	1	5	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
ATL02	20150803	0	Mon	SFN	NL	105	ATL	NL	106	8	9	69	ATL	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
DEN02	20150803	0	Mon	SEA	AL	107	COL	NL	104	8	7	54	SEA	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
MIA02	20150803	0	Mon	NYN	NL	106	MIA	NL	106	12	1	54	NYN	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
MIL06	20150803	0	Mon	SDN	NL	106	MIL	NL	107	13	5	54	SDN	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
WAS11	20150803	0	Mon	ARI	NL	104	WAS	NL	104	6	4	54	ARI	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150804	0	Tue	CLE	AL	106	ANA	AL	106	2	0	72	CLE	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
CHI12	20150804	0	Tue	TBA	AL	108	CHA	AL	105	11	3	54	TBA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
DET05	20150804	0	Tue	KCA	AL	105	DET	AL	106	5	1	54	KCA	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
NYC21	20150804	0	Tue	BOS	AL	107	NYA	AL	105	3	13	51	NYA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150804	0	Tue	BAL	AL	106	OAK	AL	108	0	5	51	OAK	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
ARL02	20150804	0	Tue	HOU	AL	108	TEX	AL	106	3	4	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150804	0	Tue	MIN	AL	106	TOR	AL	108	1	3	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
ATL02	20150804	0	Tue	SFN	NL	106	ATL	NL	107	8	3	54	SFN	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150804	0	Tue	SLN	NL	106	CIN	NL	104	2	3	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
DEN02	20150804	0	Tue	SEA	AL	108	COL	NL	105	10	4	54	SEA	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
MIA02	20150804	0	Tue	NYN	NL	107	MIA	NL	107	5	1	54	NYN	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
MIL06	20150804	0	Tue	SDN	NL	107	MIL	NL	108	1	4	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
PHI13	20150804	0	Tue	LAN	NL	106	PHI	NL	107	2	6	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
PIT08	20150804	0	Tue	CHN	NL	105	PIT	NL	105	5	0	54	CHN	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
WAS11	20150804	0	Tue	ARI	NL	105	WAS	NL	105	4	5	51	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150805	0	Wed	CLE	AL	107	ANA	AL	107	3	4	53	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
CHI12	20150805	0	Wed	TBA	AL	109	CHA	AL	106	5	6	58	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
DET05	20150805	0	Wed	KCA	AL	106	DET	AL	107	1	2	51	DET	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
NYC21	20150805	0	Wed	BOS	AL	108	NYA	AL	106	2	1	54	BOS	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150805	0	Wed	BAL	AL	107	OAK	AL	109	7	3	60	BAL	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
ARL02	20150805	0	Wed	HOU	AL	109	TEX	AL	107	3	4	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150805	0	Wed	MIN	AL	107	TOR	AL	109	7	9	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
ATL02	20150805	0	Wed	SFN	NL	107	ATL	NL	108	6	1	54	SFN	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150805	0	Wed	SLN	NL	107	CIN	NL	105	4	3	78	SLN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
DEN02	20150805	0	Wed	SEA	AL	109	COL	NL	106	5	7	65	COL	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
MIA02	20150805	0	Wed	NYN	NL	108	MIA	NL	108	8	6	54	NYN	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
MIL06	20150805	0	Wed	SDN	NL	108	MIL	NL	109	5	8	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
PHI13	20150805	0	Wed	LAN	NL	107	PHI	NL	108	4	3	54	LAN	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
PIT08	20150805	0	Wed	CHN	NL	106	PIT	NL	106	5	7	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
WAS11	20150805	0	Wed	ARI	NL	106	WAS	NL	106	11	4	54	ARI	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
DET05	20150806	0	Thu	KCA	AL	107	DET	AL	108	6	8	51	DET	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
NYC21	20150806	0	Thu	BOS	AL	109	NYA	AL	107	1	2	51	NYA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150806	0	Thu	HOU	AL	110	OAK	AL	110	5	4	60	HOU	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
TOR02	20150806	0	Thu	MIN	AL	108	TOR	AL	110	3	9	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
ATL02	20150806	0	Thu	MIA	NL	109	ATL	NL	109	8	9	51	ATL	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CHI11	20150806	0	Thu	SFN	NL	108	CHN	NL	107	4	5	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
CIN09	20150806	0	Thu	SLN	NL	108	CIN	NL	106	3	0	54	SLN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
MIL06	20150806	0	Thu	SDN	NL	109	MIL	NL	110	1	10	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
PHI13	20150806	0	Thu	LAN	NL	108	PHI	NL	109	10	8	54	LAN	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
WAS11	20150806	0	Thu	ARI	NL	107	WAS	NL	107	3	8	51	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150807	0	Fri	BAL	AL	108	ANA	AL	108	4	8	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
CLE08	20150807	0	Fri	MIN	AL	109	CLE	AL	108	10	9	54	MIN	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
DET05	20150807	0	Fri	BOS	AL	110	DET	AL	109	7	2	54	BOS	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
KAN06	20150807	0	Fri	CHA	AL	107	KCA	AL	108	2	3	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
NYC21	20150807	0	Fri	TOR	AL	111	NYA	AL	108	2	1	60	TOR	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150807	0	Fri	HOU	AL	111	OAK	AL	111	1	3	51	OAK	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
SEA03	20150807	0	Fri	TEX	AL	108	SEA	AL	110	3	4	51	SEA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
STP01	20150807	0	Fri	NYN	NL	109	TBA	AL	110	4	3	54	NYN	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
PHO01	20150807	0	Fri	CIN	NL	107	ARI	NL	108	0	2	51	ARI	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150807	0	Fri	MIA	NL	110	ATL	NL	110	3	6	51	ATL	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CHI11	20150807	0	Fri	SFN	NL	109	CHN	NL	108	3	7	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
MIL06	20150807	0	Fri	SLN	NL	109	MIL	NL	111	6	0	54	SLN	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
PIT08	20150807	0	Fri	LAN	NL	109	PIT	NL	107	4	5	57	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SAN02	20150807	0	Fri	PHI	NL	110	SDN	NL	110	4	3	72	PHI	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
WAS11	20150807	0	Fri	COL	NL	107	WAS	NL	108	5	4	54	COL	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150808	0	Sat	BAL	AL	109	ANA	AL	109	5	0	54	BAL	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
